subdivision,year,month,rainfall_mm
Coastal Karnataka,1905,2,0.2
Coastal Karnataka,1905,3,0
Coastal Karnataka,1905,4,6.4
Coastal Karnataka,1905,5,83.1
Coastal Karnataka,1905,6,767.3
Coastal Karnataka,1905,7,777.3
Coastal Karnataka,1905,8,586.9
Coastal Karnataka,1905,9,172.9
Coastal Karnataka,1905,10,222.2
Coastal Karnataka,1905,11,36.1
Coastal Karnataka,1905,12,0
Coastal Karnataka,1906,1,23
Coastal Karnataka,1906,2,0
Coastal Karnataka,1906,3,0
Coastal Karnataka,1906,4,0.5
Coastal Karnataka,1906,5,29.8
Coastal Karnataka,1906,6,593.6
Coastal Karnataka,1906,7,1173.4
Coastal Karnataka,1906,8,535
Coastal Karnataka,1906,9,273.3
Coastal Karnataka,1906,10,128.5
Coastal Karnataka,1906,11,22.1
Coastal Karnataka,1906,12,56.8
Coastal Karnataka,1907,1,7
Coastal Karnataka,1907,2,0
Coastal Karnataka,1907,3,2.7
Coastal Karnataka,1907,4,91.3
Coastal Karnataka,1907,5,19
Coastal Karnataka,1907,6,845.9
Coastal Karnataka,1907,7,1166.3
Coastal Karnataka,1907,8,1026.1
Coastal Karnataka,1907,9,223.6
Coastal Karnataka,1907,10,87.7
Coastal Karnataka,1907,11,55.8
Coastal Karnataka,1907,12,9.8
Coastal Karnataka,1908,1,0
Coastal Karnataka,1908,2,3.1
Coastal Karnataka,1908,3,0.9
Coastal Karnataka,1908,4,46.1
Coastal Karnataka,1908,5,38
Coastal Karnataka,1908,6,708.6
Coastal Karnataka,1908,7,1904.9
Coastal Karnataka,1908,8,766.6
Coastal Karnataka,1908,9,128
Coastal Karnataka,1908,10,56.8
Coastal Karnataka,1908,11,2.5
Coastal Karnataka,1908,12,0
Coastal Karnataka,1909,1,4
Coastal Karnataka,1909,2,1
Coastal Karnataka,1909,3,3.7
Coastal Karnataka,1909,4,6.3
Coastal Karnataka,1909,5,200.1
Coastal Karnataka,1909,6,943.1
Coastal Karnataka,1909,7,1285.6
Coastal Karnataka,1909,8,315.6
Coastal Karnataka,1909,9,293.8
Coastal Karnataka,1909,10,68.8
Coastal Karnataka,1909,11,47.8
Coastal Karnataka,1909,12,3.2
Coastal Karnataka,1910,1,0
Coastal Karnataka,1910,2,0
Coastal Karnataka,1910,3,5
Coastal Karnataka,1910,4,6.2
Coastal Karnataka,1910,5,40.2
Coastal Karnataka,1910,6,1042.2
Coastal Karnataka,1910,7,589.5
Coastal Karnataka,1910,8,651.2
Coastal Karnataka,1910,9,441.7
Coastal Karnataka,1910,10,177.8
Coastal Karnataka,1910,11,67
Coastal Karnataka,1910,12,0
Coastal Karnataka,1911,1,0
Coastal Karnataka,1911,2,0
Coastal Karnataka,1911,3,0
Coastal Karnataka,1911,4,3.2
Coastal Karnataka,1911,5,71
Coastal Karnataka,1911,6,749.5
Coastal Karnataka,1911,7,830.1
Coastal Karnataka,1911,8,538.3
Coastal Karnataka,1911,9,110.3
Coastal Karnataka,1911,10,160.8
Coastal Karnataka,1911,11,41.6
Coastal Karnataka,1911,12,17.5
Coastal Karnataka,1912,1,1.1
Coastal Karnataka,1912,2,0
Coastal Karnataka,1912,3,0
Coastal Karnataka,1912,4,30.5
Coastal Karnataka,1912,5,64
Coastal Karnataka,1912,6,787.6
Coastal Karnataka,1912,7,1261.5
Coastal Karnataka,1912,8,789.2
Coastal Karnataka,1912,9,160.8
Coastal Karnataka,1912,10,220.9
Coastal Karnataka,1912,11,80.1
Coastal Karnataka,1912,12,0.4
Coastal Karnataka,1913,1,0
Coastal Karnataka,1913,2,0.4
Coastal Karnataka,1913,3,0.5
Coastal Karnataka,1913,4,10.6
Coastal Karnataka,1913,5,74.2
Coastal Karnataka,1913,6,786.5
Coastal Karnataka,1913,7,1048
Coastal Karnataka,1913,8,410.7
Coastal Karnataka,1913,9,161
Coastal Karnataka,1913,10,339.1
Coastal Karnataka,1913,11,1.2
Coastal Karnataka,1913,12,4
Coastal Karnataka,1914,1,0
Coastal Karnataka,1914,2,0
Coastal Karnataka,1914,3,0
Coastal Karnataka,1914,4,7.2
Coastal Karnataka,1914,5,36.9
Coastal Karnataka,1914,6,743.2
Coastal Karnataka,1914,7,1583.7
Coastal Karnataka,1914,8,933.8
Coastal Karnataka,1914,9,302.8
Coastal Karnataka,1914,10,125.9
Coastal Karnataka,1914,11,102.7
Coastal Karnataka,1914,12,36.6
Coastal Karnataka,1915,1,0.1
Coastal Karnataka,1915,2,2.3
Coastal Karnataka,1915,3,2
Coastal Karnataka,1915,4,48.8
Coastal Karnataka,1915,5,75.2
Coastal Karnataka,1915,6,785
Coastal Karnataka,1915,7,773.2
Coastal Karnataka,1915,8,388.9
Coastal Karnataka,1915,9,304
Coastal Karnataka,1915,10,168.3
Coastal Karnataka,1915,11,96.9
Coastal Karnataka,1915,12,4.2
Coastal Karnataka,1916,1,0
Coastal Karnataka,1916,2,0
Coastal Karnataka,1916,3,0.3
Coastal Karnataka,1916,4,25.2
Coastal Karnataka,1916,5,88.7
Coastal Karnataka,1916,6,1051.4
Coastal Karnataka,1916,7,633.5
Coastal Karnataka,1916,8,617
Coastal Karnataka,1916,9,587.8
Coastal Karnataka,1916,10,208.7
Coastal Karnataka,1916,11,255.2
Coastal Karnataka,1916,12,0
Coastal Karnataka,1917,1,0
Coastal Karnataka,1917,2,29.8
Coastal Karnataka,1917,3,7.1
Coastal Karnataka,1917,4,10.2
Coastal Karnataka,1917,5,52.6
Coastal Karnataka,1917,6,1075.7
Coastal Karnataka,1917,7,766.1
Coastal Karnataka,1917,8,597.6
Coastal Karnataka,1917,9,500.5
Coastal Karnataka,1917,10,319.6
Coastal Karnataka,1917,11,64.8
Coastal Karnataka,1917,12,0
Coastal Karnataka,1918,1,3.4
Coastal Karnataka,1918,2,0.3
Coastal Karnataka,1918,3,3.9
Coastal Karnataka,1918,4,11.4
Coastal Karnataka,1918,5,699.5
Coastal Karnataka,1918,6,564.4
Coastal Karnataka,1918,7,360.6
Coastal Karnataka,1918,8,485.4
Coastal Karnataka,1918,9,134.3
Coastal Karnataka,1918,10,64.7
Coastal Karnataka,1918,11,168.8
Coastal Karnataka,1918,12,14.2
Coastal Karnataka,1919,1,0
Coastal Karnataka,1919,2,0
Coastal Karnataka,1919,3,0
Coastal Karnataka,1919,4,2.4
Coastal Karnataka,1919,5,74.4
Coastal Karnataka,1919,6,669.9
Coastal Karnataka,1919,7,960.9
Coastal Karnataka,1919,8,632.7
Coastal Karnataka,1919,9,208.3
Coastal Karnataka,1919,10,236.2
Coastal Karnataka,1919,11,124
Coastal Karnataka,1919,12,9.3
Coastal Karnataka,1920,1,2.1
Coastal Karnataka,1920,2,0
Coastal Karnataka,1920,3,0.1
Coastal Karnataka,1920,4,72.7
Coastal Karnataka,1920,5,29.2
Coastal Karnataka,1920,6,813.3
Coastal Karnataka,1920,7,1107.5
Coastal Karnataka,1920,8,464.7
Coastal Karnataka,1920,9,133.5
Coastal Karnataka,1920,10,129.8
Coastal Karnataka,1920,11,36.3
Coastal Karnataka,1920,12,0
Coastal Karnataka,1921,1,13
Coastal Karnataka,1921,2,0
Coastal Karnataka,1921,3,3.5
Coastal Karnataka,1921,4,62.4
Coastal Karnataka,1921,5,18.6
Coastal Karnataka,1921,6,699.4
Coastal Karnataka,1921,7,871.9
Coastal Karnataka,1921,8,841.6
Coastal Karnataka,1921,9,327.1
Coastal Karnataka,1921,10,128.6
Coastal Karnataka,1921,11,41.3
Coastal Karnataka,1921,12,0
Coastal Karnataka,1922,1,6.5
Coastal Karnataka,1922,2,3.1
Coastal Karnataka,1922,3,0
Coastal Karnataka,1922,4,44.8
Coastal Karnataka,1922,5,123.4
Coastal Karnataka,1922,6,763.1
Coastal Karnataka,1922,7,1333.2
Coastal Karnataka,1922,8,564.9
Coastal Karnataka,1922,9,314.4
Coastal Karnataka,1922,10,89.8
Coastal Karnataka,1922,11,89.4
Coastal Karnataka,1922,12,0
Coastal Karnataka,1923,1,0.8
Coastal Karnataka,1923,2,0.2
Coastal Karnataka,1923,3,32.2
Coastal Karnataka,1923,4,9.8
Coastal Karnataka,1923,5,52.8
Coastal Karnataka,1923,6,604.8
Coastal Karnataka,1923,7,1627.2
Coastal Karnataka,1923,8,1013.2
Coastal Karnataka,1923,9,283.3
Coastal Karnataka,1923,10,44.4
Coastal Karnataka,1923,11,6.6
Coastal Karnataka,1923,12,5.8
Coastal Karnataka,1924,1,0
Coastal Karnataka,1924,2,0
Coastal Karnataka,1924,3,14.8
Coastal Karnataka,1924,4,46
Coastal Karnataka,1924,5,47.2
Coastal Karnataka,1924,6,889.6
Coastal Karnataka,1924,7,1515.4
Coastal Karnataka,1924,8,602.7
Coastal Karnataka,1924,9,282.7
Coastal Karnataka,1924,10,94.4
Coastal Karnataka,1924,11,30.8
Coastal Karnataka,1924,12,5.2
Coastal Karnataka,1925,1,0
Coastal Karnataka,1925,2,0
Coastal Karnataka,1925,3,17.1
Coastal Karnataka,1925,4,20.8
Coastal Karnataka,1925,5,176.6
Coastal Karnataka,1925,6,1176.4
Coastal Karnataka,1925,7,1117.2
Coastal Karnataka,1925,8,733.7
Coastal Karnataka,1925,9,81.5
Coastal Karnataka,1925,10,213.2
Coastal Karnataka,1925,11,27.7
Coastal Karnataka,1925,12,17.2
Coastal Karnataka,1926,1,12.3
Coastal Karnataka,1926,2,2
Coastal Karnataka,1926,3,0.1
Coastal Karnataka,1926,4,7.3
Coastal Karnataka,1926,5,15.3
Coastal Karnataka,1926,6,686.3
Coastal Karnataka,1926,7,976.4
Coastal Karnataka,1926,8,850.3
Coastal Karnataka,1926,9,258.7
Coastal Karnataka,1926,10,143.6
Coastal Karnataka,1926,11,4
Coastal Karnataka,1926,12,0.1
Coastal Karnataka,1927,1,0
Coastal Karnataka,1927,2,0
Coastal Karnataka,1927,3,0.6
Coastal Karnataka,1927,4,21.5
Coastal Karnataka,1927,5,80.1
Coastal Karnataka,1927,6,683.4
Coastal Karnataka,1927,7,1313.2
Coastal Karnataka,1927,8,535.8
Coastal Karnataka,1927,9,319.9
Coastal Karnataka,1927,10,110.5
Coastal Karnataka,1927,11,151.3
Coastal Karnataka,1927,12,0
Coastal Karnataka,1928,1,0.1
Coastal Karnataka,1928,2,29.3
Coastal Karnataka,1928,3,21.7
Coastal Karnataka,1928,4,36.3
Coastal Karnataka,1928,5,17.1
Coastal Karnataka,1928,6,844.6
Coastal Karnataka,1928,7,1108.8
Coastal Karnataka,1928,8,836.6
Coastal Karnataka,1928,9,107.4
Coastal Karnataka,1928,10,316.4
Coastal Karnataka,1928,11,12
Coastal Karnataka,1928,12,9.3
Coastal Karnataka,1929,1,1.9
Coastal Karnataka,1929,2,0.2
Coastal Karnataka,1929,3,2.5
Coastal Karnataka,1929,4,105.6
Coastal Karnataka,1929,5,114.7
Coastal Karnataka,1929,6,1361.6
Coastal Karnataka,1929,7,901.3
Coastal Karnataka,1929,8,566.9
Coastal Karnataka,1929,9,265.2
Coastal Karnataka,1929,10,281.9
Coastal Karnataka,1929,11,61.4
Coastal Karnataka,1929,12,0.2
Coastal Karnataka,1930,1,1.2
Coastal Karnataka,1930,2,0.2
Coastal Karnataka,1930,3,0
Coastal Karnataka,1930,4,19.3
Coastal Karnataka,1930,5,171.5
Coastal Karnataka,1930,6,910.9
Coastal Karnataka,1930,7,706.8
Coastal Karnataka,1930,8,420.8
Coastal Karnataka,1930,9,401.2
Coastal Karnataka,1930,10,254.1
Coastal Karnataka,1930,11,14.2
Coastal Karnataka,1930,12,12.6
Coastal Karnataka,1931,1,0
Coastal Karnataka,1931,2,0
Coastal Karnataka,1931,3,2.4
Coastal Karnataka,1931,4,33.4
Coastal Karnataka,1931,5,85.1
Coastal Karnataka,1931,6,673.4
Coastal Karnataka,1931,7,1244
Coastal Karnataka,1931,8,1201.9
Coastal Karnataka,1931,9,255.6
Coastal Karnataka,1931,10,183.5
Coastal Karnataka,1931,11,106.7
Coastal Karnataka,1931,12,56.5
Coastal Karnataka,1932,1,0
Coastal Karnataka,1932,2,0
Coastal Karnataka,1932,3,0
Coastal Karnataka,1932,4,25.4
Coastal Karnataka,1932,5,255.4
Coastal Karnataka,1932,6,661.5
Coastal Karnataka,1932,7,1072.4
Coastal Karnataka,1932,8,457.2
Coastal Karnataka,1932,9,469.9
Coastal Karnataka,1932,10,348.7
Coastal Karnataka,1932,11,125.6
Coastal Karnataka,1932,12,7.3
Coastal Karnataka,1933,1,0
Coastal Karnataka,1933,2,0.1
Coastal Karnataka,1933,3,5.4
Coastal Karnataka,1933,4,60.6
Coastal Karnataka,1933,5,360.3
Coastal Karnataka,1933,6,1031.9
Coastal Karnataka,1933,7,1326.6
Coastal Karnataka,1933,8,481.3
Coastal Karnataka,1933,9,502.5
Coastal Karnataka,1933,10,292.8
Coastal Karnataka,1933,11,42.3
Coastal Karnataka,1933,12,35.6
Coastal Karnataka,1934,1,7.4
Coastal Karnataka,1934,2,0.6
Coastal Karnataka,1934,3,1
Coastal Karnataka,1934,4,16
Coastal Karnataka,1934,5,24.4
Coastal Karnataka,1934,6,1095.6
Coastal Karnataka,1934,7,827.5
Coastal Karnataka,1934,8,678.2
Coastal Karnataka,1934,9,184.2
Coastal Karnataka,1934,10,143.2
Coastal Karnataka,1934,11,32.7
Coastal Karnataka,1934,12,1
Coastal Karnataka,1935,1,2
Coastal Karnataka,1935,2,0
Coastal Karnataka,1935,3,0.7
Coastal Karnataka,1935,4,11.3
Coastal Karnataka,1935,5,25.2
Coastal Karnataka,1935,6,674
Coastal Karnataka,1935,7,1168.1
Coastal Karnataka,1935,8,425.5
Coastal Karnataka,1935,9,312.5
Coastal Karnataka,1935,10,245
Coastal Karnataka,1935,11,11.9
Coastal Karnataka,1935,12,9.9
Coastal Karnataka,1936,1,0
Coastal Karnataka,1936,2,0.9
Coastal Karnataka,1936,3,23.3
Coastal Karnataka,1936,4,14.7
Coastal Karnataka,1936,5,138.7
Coastal Karnataka,1936,6,1075.6
Coastal Karnataka,1936,7,981.6
Coastal Karnataka,1936,8,562.3
Coastal Karnataka,1936,9,195.6
Coastal Karnataka,1936,10,219.4
Coastal Karnataka,1936,11,108.6
Coastal Karnataka,1936,12,4.1
Coastal Karnataka,1937,1,0
Coastal Karnataka,1937,2,0
Coastal Karnataka,1937,3,5.7
Coastal Karnataka,1937,4,110.1
Coastal Karnataka,1937,5,30.3
Coastal Karnataka,1937,6,740.8
Coastal Karnataka,1937,7,1531.7
Coastal Karnataka,1937,8,365.7
Coastal Karnataka,1937,9,274.1
Coastal Karnataka,1937,10,240.8
Coastal Karnataka,1937,11,11.8
Coastal Karnataka,1937,12,3.2
Coastal Karnataka,1938,1,0
Coastal Karnataka,1938,2,0
Coastal Karnataka,1938,3,15.5
Coastal Karnataka,1938,4,43.3
Coastal Karnataka,1938,5,138.2
Coastal Karnataka,1938,6,1025.3
Coastal Karnataka,1938,7,950.2
Coastal Karnataka,1938,8,429.9
Coastal Karnataka,1938,9,374
Coastal Karnataka,1938,10,134.3
Coastal Karnataka,1938,11,39.9
Coastal Karnataka,1938,12,0.3
Coastal Karnataka,1939,1,0
Coastal Karnataka,1939,2,0
Coastal Karnataka,1939,3,5.4
Coastal Karnataka,1939,4,35.9
Coastal Karnataka,1939,5,8.4
Coastal Karnataka,1939,6,725.7
Coastal Karnataka,1939,7,903.9
Coastal Karnataka,1939,8,631.4
Coastal Karnataka,1939,9,127.3
Coastal Karnataka,1939,10,232.6
Coastal Karnataka,1939,11,73.4
Coastal Karnataka,1939,12,0.2
Coastal Karnataka,1940,1,0.1
Coastal Karnataka,1940,2,0
Coastal Karnataka,1940,3,0.2
Coastal Karnataka,1940,4,26.9
Coastal Karnataka,1940,5,131
Coastal Karnataka,1940,6,713.8
Coastal Karnataka,1940,7,1155.7
Coastal Karnataka,1940,8,1247.4
Coastal Karnataka,1940,9,100.4
Coastal Karnataka,1940,10,222.5
Coastal Karnataka,1940,11,120.5
Coastal Karnataka,1940,12,5.5
Coastal Karnataka,1941,1,4.1
Coastal Karnataka,1941,2,1.2
Coastal Karnataka,1941,3,5.5
Coastal Karnataka,1941,4,18.1
Coastal Karnataka,1941,5,60.5
Coastal Karnataka,1941,6,869.7
Coastal Karnataka,1941,7,589.8
Coastal Karnataka,1941,8,561.6
Coastal Karnataka,1941,9,224.9
Coastal Karnataka,1941,10,122.8
Coastal Karnataka,1941,11,21.6
Coastal Karnataka,1941,12,35.3
Coastal Karnataka,1942,1,0
Coastal Karnataka,1942,2,1.7
Coastal Karnataka,1942,3,0.3
Coastal Karnataka,1942,4,77.2
Coastal Karnataka,1942,5,72.5
Coastal Karnataka,1942,6,1104.8
Coastal Karnataka,1942,7,1338.3
Coastal Karnataka,1942,8,540.3
Coastal Karnataka,1942,9,189.5
Coastal Karnataka,1942,10,129.9
Coastal Karnataka,1942,11,25.9
Coastal Karnataka,1942,12,22.4
Coastal Karnataka,1943,1,22.4
Coastal Karnataka,1943,2,1.7
Coastal Karnataka,1943,3,1.3
Coastal Karnataka,1943,4,7.1
Coastal Karnataka,1943,5,455.2
Coastal Karnataka,1943,6,941.8
Coastal Karnataka,1943,7,994.4
Coastal Karnataka,1943,8,314.5
Coastal Karnataka,1943,9,461.5
Coastal Karnataka,1943,10,280.2
Coastal Karnataka,1943,11,97
Coastal Karnataka,1943,12,0
Coastal Karnataka,1944,1,0
Coastal Karnataka,1944,2,0.7
Coastal Karnataka,1944,3,18.2
Coastal Karnataka,1944,4,3.3
Coastal Karnataka,1944,5,106.5
Coastal Karnataka,1944,6,777.8
Coastal Karnataka,1944,7,1204
Coastal Karnataka,1944,8,451.2
Coastal Karnataka,1944,9,61.6
Coastal Karnataka,1944,10,267.6
Coastal Karnataka,1944,11,81.9
Coastal Karnataka,1944,12,11.8
Coastal Karnataka,1945,1,2.6
Coastal Karnataka,1945,2,0
Coastal Karnataka,1945,3,0
Coastal Karnataka,1945,4,19.7
Coastal Karnataka,1945,5,24.5
Coastal Karnataka,1945,6,824.7
Coastal Karnataka,1945,7,1296.1
Coastal Karnataka,1945,8,493.2
Coastal Karnataka,1945,9,294.7
Coastal Karnataka,1945,10,63.2
Coastal Karnataka,1945,11,60.7
Coastal Karnataka,1945,12,0
Coastal Karnataka,1946,1,0
Coastal Karnataka,1946,2,1.5
Coastal Karnataka,1946,3,3.9
Coastal Karnataka,1946,4,41.7
Coastal Karnataka,1946,5,80.8
Coastal Karnataka,1946,6,1227
Coastal Karnataka,1946,7,1001.2
Coastal Karnataka,1946,8,1086.6
Coastal Karnataka,1946,9,231.5
Coastal Karnataka,1946,10,148.9
Coastal Karnataka,1946,11,180.6
Coastal Karnataka,1946,12,37.7
Coastal Karnataka,1947,1,1.7
Coastal Karnataka,1947,2,9.2
Coastal Karnataka,1947,3,13.9
Coastal Karnataka,1947,4,45.2
Coastal Karnataka,1947,5,18.7
Coastal Karnataka,1947,6,630.6
Coastal Karnataka,1947,7,1247.9
Coastal Karnataka,1947,8,899.5
Coastal Karnataka,1947,9,389.5
Coastal Karnataka,1947,10,48.7
Coastal Karnataka,1947,11,7.1
Coastal Karnataka,1947,12,26.3
Coastal Karnataka,1948,1,16.5
Coastal Karnataka,1948,2,0
Coastal Karnataka,1948,3,8.4
Coastal Karnataka,1948,4,55.6
Coastal Karnataka,1948,5,66.1
Coastal Karnataka,1948,6,848.8
Coastal Karnataka,1948,7,1102.9
Coastal Karnataka,1948,8,973.2
Coastal Karnataka,1948,9,301.3
Coastal Karnataka,1948,10,90.6
Coastal Karnataka,1948,11,163
Coastal Karnataka,1948,12,0.2
Coastal Karnataka,1949,1,3.3
Coastal Karnataka,1949,2,0
Coastal Karnataka,1949,3,1.2
Coastal Karnataka,1949,4,12
Coastal Karnataka,1949,5,293.1
Coastal Karnataka,1949,6,691.6
Coastal Karnataka,1949,7,1157.1
Coastal Karnataka,1949,8,585.4
Coastal Karnataka,1949,9,438
Coastal Karnataka,1949,10,148.8
Coastal Karnataka,1949,11,32
Coastal Karnataka,1949,12,0
Coastal Karnataka,1950,1,0
Coastal Karnataka,1950,2,1
Coastal Karnataka,1950,3,0.2
Coastal Karnataka,1950,4,3.9
Coastal Karnataka,1950,5,89.3
Coastal Karnataka,1950,6,801.6
Coastal Karnataka,1950,7,1506.7
Coastal Karnataka,1950,8,456.1
Coastal Karnataka,1950,9,716.5
Coastal Karnataka,1950,10,136.6
Coastal Karnataka,1950,11,54.1
Coastal Karnataka,1950,12,0.1
Coastal Karnataka,1951,1,0
Coastal Karnataka,1951,2,0
Coastal Karnataka,1951,3,0.9
Coastal Karnataka,1951,4,55.4
Coastal Karnataka,1951,5,70.7
Coastal Karnataka,1951,6,940.2
Coastal Karnataka,1951,7,1083.4
Coastal Karnataka,1951,8,441.1
Coastal Karnataka,1951,9,268.9
Coastal Karnataka,1951,10,187.1
Coastal Karnataka,1951,11,76.2
Coastal Karnataka,1951,12,0.4
Coastal Karnataka,1952,1,0
Coastal Karnataka,1952,2,0.5
Coastal Karnataka,1952,3,0
Coastal Karnataka,1952,4,35.4
Coastal Karnataka,1952,5,84.8
Coastal Karnataka,1952,6,912.1
Coastal Karnataka,1952,7,816.6
Coastal Karnataka,1952,8,631.4
Coastal Karnataka,1952,9,54.7
Coastal Karnataka,1952,10,335.5
Coastal Karnataka,1952,11,0
Coastal Karnataka,1952,12,25.6
Coastal Karnataka,1953,1,0.3
Coastal Karnataka,1953,2,0
Coastal Karnataka,1953,3,0
Coastal Karnataka,1953,4,48.2
Coastal Karnataka,1953,5,8.6
Coastal Karnataka,1953,6,666.2
Coastal Karnataka,1953,7,1630.1
Coastal Karnataka,1953,8,633.6
Coastal Karnataka,1953,9,160
Coastal Karnataka,1953,10,313.4
Coastal Karnataka,1953,11,2.9
Coastal Karnataka,1953,12,0
Coastal Karnataka,1954,1,0.5
Coastal Karnataka,1954,2,0
Coastal Karnataka,1954,3,21.6
Coastal Karnataka,1954,4,61.1
Coastal Karnataka,1954,5,89.8
Coastal Karnataka,1954,6,1034.4
Coastal Karnataka,1954,7,1357.4
Coastal Karnataka,1954,8,688.7
Coastal Karnataka,1954,9,421.8
Coastal Karnataka,1954,10,133.6
Coastal Karnataka,1954,11,0.6
Coastal Karnataka,1954,12,12.1
Coastal Karnataka,1955,1,0.3
Coastal Karnataka,1955,2,0
Coastal Karnataka,1955,3,4.7
Coastal Karnataka,1955,4,29.9
Coastal Karnataka,1955,5,360.3
Coastal Karnataka,1955,6,962.7
Coastal Karnataka,1955,7,639.3
Coastal Karnataka,1955,8,702.2
Coastal Karnataka,1955,9,458.2
Coastal Karnataka,1955,10,361.1
Coastal Karnataka,1955,11,31
Coastal Karnataka,1955,12,2.8
Coastal Karnataka,1956,1,0
Coastal Karnataka,1956,2,0.8
Coastal Karnataka,1956,3,1
Coastal Karnataka,1956,4,78.4
Coastal Karnataka,1956,5,412.7
Coastal Karnataka,1956,6,1001
Coastal Karnataka,1956,7,1155.8
Coastal Karnataka,1956,8,520
Coastal Karnataka,1956,9,267.6
Coastal Karnataka,1956,10,288.5
Coastal Karnataka,1956,11,129.9
Coastal Karnataka,1956,12,0.7
Coastal Karnataka,1957,1,0
Coastal Karnataka,1957,2,0
Coastal Karnataka,1957,3,1.5
Coastal Karnataka,1957,4,8.5
Coastal Karnataka,1957,5,168
Coastal Karnataka,1957,6,755.8
Coastal Karnataka,1957,7,1101.1
Coastal Karnataka,1957,8,703.9
Coastal Karnataka,1957,9,98
Coastal Karnataka,1957,10,189
Coastal Karnataka,1957,11,148.9
Coastal Karnataka,1957,12,0.1
Coastal Karnataka,1958,1,0.5
Coastal Karnataka,1958,2,0.1
Coastal Karnataka,1958,3,1.7
Coastal Karnataka,1958,4,46.6
Coastal Karnataka,1958,5,184.8
Coastal Karnataka,1958,6,1031.4
Coastal Karnataka,1958,7,1253.7
Coastal Karnataka,1958,8,705.8
Coastal Karnataka,1958,9,296.9
Coastal Karnataka,1958,10,114.1
Coastal Karnataka,1958,11,49.1
Coastal Karnataka,1958,12,2.8
Coastal Karnataka,1959,1,0
Coastal Karnataka,1959,2,0
Coastal Karnataka,1959,3,0
Coastal Karnataka,1959,4,30.4
Coastal Karnataka,1959,5,204.4
Coastal Karnataka,1959,6,994.4
Coastal Karnataka,1959,7,1727
Coastal Karnataka,1959,8,704.1
Coastal Karnataka,1959,9,521.6
Coastal Karnataka,1959,10,75.3
Coastal Karnataka,1959,11,52
Coastal Karnataka,1959,12,21.7
Coastal Karnataka,1960,1,0
Coastal Karnataka,1960,2,0
Coastal Karnataka,1960,3,8.5
Coastal Karnataka,1960,4,40.7
Coastal Karnataka,1960,5,393.7
Coastal Karnataka,1960,6,790.6
Coastal Karnataka,1960,7,1053.2
Coastal Karnataka,1960,8,510.5
Coastal Karnataka,1960,9,450.5
Coastal Karnataka,1960,10,169
Coastal Karnataka,1960,11,87.6
Coastal Karnataka,1960,12,0
Coastal Karnataka,1961,1,0
Coastal Karnataka,1961,2,0
Coastal Karnataka,1961,3,0.9
Coastal Karnataka,1961,4,47.7
Coastal Karnataka,1961,5,635
Coastal Karnataka,1961,6,1013
Coastal Karnataka,1961,7,1884.9
Coastal Karnataka,1961,8,936.3
Coastal Karnataka,1961,9,702.8
Coastal Karnataka,1961,10,309.6
Coastal Karnataka,1961,11,21
Coastal Karnataka,1961,12,2.7
Coastal Karnataka,1962,1,0.2
Coastal Karnataka,1962,2,3.4
Coastal Karnataka,1962,3,0.1
Coastal Karnataka,1962,4,31.6
Coastal Karnataka,1962,5,359.4
Coastal Karnataka,1962,6,405.4
Coastal Karnataka,1962,7,1307.9
Coastal Karnataka,1962,8,1080.9
Coastal Karnataka,1962,9,413.5
Coastal Karnataka,1962,10,313.4
Coastal Karnataka,1962,11,18.5
Coastal Karnataka,1962,12,83.3
Coastal Karnataka,1963,1,1.1
Coastal Karnataka,1963,2,0.7
Coastal Karnataka,1963,3,28.6
Coastal Karnataka,1963,4,38.5
Coastal Karnataka,1963,5,86
Coastal Karnataka,1963,6,682.3
Coastal Karnataka,1963,7,887.6
Coastal Karnataka,1963,8,1013.8
Coastal Karnataka,1963,9,181
Coastal Karnataka,1963,10,233.7
Coastal Karnataka,1963,11,8.2
Coastal Karnataka,1963,12,10
Coastal Karnataka,1964,1,0
Coastal Karnataka,1964,2,0
Coastal Karnataka,1964,3,2.6
Coastal Karnataka,1964,4,5.8
Coastal Karnataka,1964,5,23.4
Coastal Karnataka,1964,6,631.7
Coastal Karnataka,1964,7,864
Coastal Karnataka,1964,8,978.1
Coastal Karnataka,1964,9,363.9
Coastal Karnataka,1964,10,200.2
Coastal Karnataka,1964,11,53.1
Coastal Karnataka,1964,12,17.6
Coastal Karnataka,1965,1,2.5
Coastal Karnataka,1965,2,0
Coastal Karnataka,1965,3,0
Coastal Karnataka,1965,4,9.7
Coastal Karnataka,1965,5,39.7
Coastal Karnataka,1965,6,797.8
Coastal Karnataka,1965,7,1002.5
Coastal Karnataka,1965,8,577.2
Coastal Karnataka,1965,9,196.8
Coastal Karnataka,1965,10,25.1
Coastal Karnataka,1965,11,20.1
Coastal Karnataka,1965,12,159.8
Coastal Karnataka,1966,1,3.7
Coastal Karnataka,1966,2,0
Coastal Karnataka,1966,3,0.8
Coastal Karnataka,1966,4,11.8
Coastal Karnataka,1966,5,196
Coastal Karnataka,1966,6,577.9
Coastal Karnataka,1966,7,1122.4
Coastal Karnataka,1966,8,278.3
Coastal Karnataka,1966,9,299.6
Coastal Karnataka,1966,10,191.9
Coastal Karnataka,1966,11,231.5
Coastal Karnataka,1966,12,62.8
Coastal Karnataka,1967,1,2
Coastal Karnataka,1967,2,0
Coastal Karnataka,1967,3,0.1
Coastal Karnataka,1967,4,18.5
Coastal Karnataka,1967,5,86.7
Coastal Karnataka,1967,6,658.7
